NroLicitacion;NombreLicitacion;TipoLicitacion;Descripcion;MonedaLicitacion;MontoEstimadoLicitacion;MontoEstimadoVisible;BaseEstimacionMontoLicitacion;FuenteFinanciamiento;JustificacionMontoEstimado;FechaPublicacion;FechaInicioPreguntas;FechaFinalPreguntas;FechaPublicacionRespuestas;FechaActoAperturaTecnica;FechaActoAperturaEconomica;FechaCierre;FechaAdjudicacion;FechaEntregaEnSoporteFisico;FechaEstimadaEvaluacionOfertas;UnidadTiempoEvaluacion;EstadoLicitacion;ContemplaObrasPublicas;LicitacionInformada;LicitacionBaseTipo;TipoAdjudicacion;TipoAprobacionAdjudicacion;NumeroActaAprobacion;FechaActaAprobacion;TipoConvocatoria;NroEtapasLicitacion;SubContratacion;ProhibicionSubContratacion;TomaRazonContraloria;PublicidadOfertasTecnicas;RazonPublicidadOfertasTecnicas;Contrato;TiempoDuracionContrato;UnidadTiempoDuracionContrato;ContratoRenovable;ValorTiempoRenovacion;UnidadTiempoRenovacion;FechaEstimadaFirmaContrato;TipoEjecucion;PlazoPagoContrato;TipoPago;ObservacionContrato;ExtensionPlazo;UnidadCompra;UnidadCompraRUT;entCode;Institucion;Sector;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;UnidadMedida;CantidadItem;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;NombreOferta;EspecificacionesProveedor;EstadoOferta;CantidadOferta;MonedaOferta;MontoNetoOferta;MontoTotalOferta;ResultadoOferta
2735-247-LQ23;CONCESIÓN DE PUBLICIDAD EN ESPACIOS PÚBLICOS;Licitación Pública entre a 2000 y 5000 UTM (LQ);Otorgar una concesión para la explotación de puntos de exhibición de publicidad adherida o instalada en refugios peatonales y quioscos.;CLF;2;NO;Monto no es posible estimar;;;31-07-2023 17:07:00;31-07-2023 17:30:00;08-08-2023 16:00:00;23-08-2023 23:59:00;08-09-2023 15:31:00;08-09-2023 15:31:00;08-09-2023 15:30:00;09-11-2023 12:24:20;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1480;08-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;60;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios editoriales, de diseño, publicidad, gráficos y artistas;Publicidad;Publicidad impresa;82101502;Publicidad en carteles;Publicidad en carteles;Adosamiento de publicidad en la totalidad de los 18 quioscos en cada una de las caras disponibles a un único oferente.;Unidad;1;MASSIVA S A;77.022.910-3;EMPRESAS DE PUBLICIDAD;Grande;concesion explotacion y mantencion de publicidad en mobiliario urbano ubicado en bienes nacionales de uso publico o en bienes municipales en la comuna de lo barnechea id 2735-247-LQ23;oferta por quioscos con tecnologia digital led VALOR OFERTADO NO INCLUYE IVA. Hacemos notar que certificados de experiencia de la municipalidad de las condes lo constituyen los Decretos de Adjudicación, los que en esa época eran el contrato en si. Por favor oficiar a esa municipalidad si fuese necesario para corroborarlo.;Aceptada;1;CLF;28431,6;28431,6;Perdedora
2735-247-LQ23;CONCESIÓN DE PUBLICIDAD EN ESPACIOS PÚBLICOS;Licitación Pública entre a 2000 y 5000 UTM (LQ);Otorgar una concesión para la explotación de puntos de exhibición de publicidad adherida o instalada en refugios peatonales y quioscos.;CLF;2;NO;Monto no es posible estimar;;;31-07-2023 17:07:00;31-07-2023 17:30:00;08-08-2023 16:00:00;23-08-2023 23:59:00;08-09-2023 15:31:00;08-09-2023 15:31:00;08-09-2023 15:30:00;09-11-2023 12:24:20;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1480;08-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;60;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios editoriales, de diseño, publicidad, gráficos y artistas;Publicidad;Publicidad impresa;82101502;Publicidad en carteles;Publicidad en carteles;Adosamiento de publicidad en la totalidad de los 18 quioscos en cada una de las caras disponibles a un único oferente.;Unidad;1;CLEAR CHANNEL CHILE PUBLICIDAD LIMITADA;84.383.200-8;ALQUILER DE BICICLETAS Y ARTICULOS PARA DEPORTES| EMPRESAS DE PUBLICIDAD;Grande;Clear Channel oferta para licitación Nro. 2735-247-LQ23 de la I.Municipalidad de Lo Barnechea;Oferta anual en unidades de fomento;Aceptada;1;CLF;3487,82;3487,82;Perdedora
2735-247-LQ23;CONCESIÓN DE PUBLICIDAD EN ESPACIOS PÚBLICOS;Licitación Pública entre a 2000 y 5000 UTM (LQ);Otorgar una concesión para la explotación de puntos de exhibición de publicidad adherida o instalada en refugios peatonales y quioscos.;CLF;2;NO;Monto no es posible estimar;;;31-07-2023 17:07:00;31-07-2023 17:30:00;08-08-2023 16:00:00;23-08-2023 23:59:00;08-09-2023 15:31:00;08-09-2023 15:31:00;08-09-2023 15:30:00;09-11-2023 12:24:20;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1480;08-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;60;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios editoriales, de diseño, publicidad, gráficos y artistas;Publicidad;Publicidad impresa;82101502;Publicidad en carteles;Publicidad en carteles;Adosamiento de estructuras publicitarias en 128 refugios peatonales existentes en la comuna.;Unidad;1;JCDECAUX COMUNICACION EXTERIOR CHILE S.A.;78.414.620-0;EMPRESAS DE PUBLICIDAD| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Oferta de JCDecaux Comunicación Exterior Chile S.A.;Oferta de JCDecaux Comunicación Exterior Chile S.A., RUT 78.414.620-0, para la línea 1, refugios peatonales.;Aceptada;1;CLF;1;1;Ganadora
2735-271-LR23;Mejoramiento integral Plaza La Cumbre;Licitación Pública Mayor a 5000 (LR);Contratar el servicio de construcción de pavimentos, iluminación peatonal, muros de contención, escaleras de hormigón, mobiliario urbano, especies vegetales y plantación con su respectivo sistema de riego, estos trabajos se emplazaran en la plaza La Cumbre de la comuna de Lo Barnechea.;CLF;11556;NO;Precio Referencial;;;28-07-2023 15:50:00;28-07-2023 16:31:00;07-08-2023 17:00:00;18-08-2023 21:00:00;08-09-2023 16:01:00;08-09-2023 16:01:00;08-09-2023 16:00:00;30-11-2023 18:08:39;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1592;30-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;210;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna;Cultivos forestales;Servicios de conservación forestal;70151805;Servicios de reservas forestales o conservación de parques;Servicios de reservas forestales o conservación de parques;;Unidad;1;INMOBILIARIA INVERSIONES ASESORIAS Y CONSTRUCCION INVASCO S A;96.797.660-1;CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Mediana;MEJORAMIENTO INTEGRAL DE PLAZA LA CUMBRE ID 2735-271-LR23;Mejoramiento Integral Plaza las Cumbres ;Aceptada;1;CLF;14840,13;14840,13;Perdedora
2735-271-LR23;Mejoramiento integral Plaza La Cumbre;Licitación Pública Mayor a 5000 (LR);Contratar el servicio de construcción de pavimentos, iluminación peatonal, muros de contención, escaleras de hormigón, mobiliario urbano, especies vegetales y plantación con su respectivo sistema de riego, estos trabajos se emplazaran en la plaza La Cumbre de la comuna de Lo Barnechea.;CLF;11556;NO;Precio Referencial;;;28-07-2023 15:50:00;28-07-2023 16:31:00;07-08-2023 17:00:00;18-08-2023 21:00:00;08-09-2023 16:01:00;08-09-2023 16:01:00;08-09-2023 16:00:00;30-11-2023 18:08:39;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1592;30-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;210;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna;Cultivos forestales;Servicios de conservación forestal;70151805;Servicios de reservas forestales o conservación de parques;Servicios de reservas forestales o conservación de parques;;Unidad;1;CONSTRUCTORA E INMOBILIARIA ASIGMU S.A;76.182.118-0;OBRAS DE INGENIERIA| OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR;Pequeña;Mejoramiento integral Plaza La Cumbre;VALORES DE ACUERDO A FORMATO OFERTA ECONÓMICA;Aceptada;1;CLF;11555,39;11555,39;Ganadora
2735-302-LR23;Restauración de Pavimentos Ruta G-19;Licitación Pública Mayor a 5000 (LR);Las presentes bases administrativas especiales establecen las disposiciones, condiciones, procedimientos, términos y normas que regirán la restauración vial de la ruta G-19 comprendida en el tramo desde calle Santa Teresa de Los Andes hasta Rotonda Padre José Kentenich.  Esta restauración comprende la ejecución de un proyecto de ingeniería ya aprobado, que establece las reparaciones a ejecutar en la ruta, cuyos aspectos técnicos serán definidos en las bases técnicas.  Cabe mencionar que todas las obras de restauración se realizarán entre soleras incluyendo bandejón central, retornos u otra singularidad vial si los hubiera. Los elementos viales a intervenir serán las calzadas, soleras y demarcaciones.  En general, las obras a considerar en las presentes bases serán faenas de bacheos profundos, reparación de losas de hormigón, fresados, recapados asfálticos, sellado de grietas, recambio de soleras, nivelaciones de cámara y sumidero, entre otros para la correcta ejecución del proyecto.;CLF;68287;NO;Precio Referencial;Municipal;;28-07-2023 11:36:00;28-07-2023 17:01:00;08-08-2023 17:00:00;22-08-2023 21:30:00;04-09-2023 17:01:00;22-09-2023 15:30:00;04-09-2023 17:00:00;09-11-2023 11:03:03;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1477;08-11-2023 0:00:00;Abierta;Dos etapas;No;;No;Si;;No;180;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Construcción de edificios en general;Construcción de obras civiles y infraestructuras;72131701;Pavimentación de carreteras o caminos;Pavimentación de carreteras o caminos;;Unidad;1;PAVIMENTOS QUILIN LIMITADA;77.365.420-4;EXTRACCION DE PIEDRA, ARENA Y ARCILLA| FABRICACION DE MEZCLAS BITUMINOSAS A BASE DE ASFALTO, DE BETUNES NATUR| PREPARACION DEL TERRENO, EXCAVACIONES Y MOVIMIENTOS DE TIERRAS| ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCION E INGENIERIA CIVIL;Grande;Restauración de Pavimentos Ruta G-19;Valor Neto;Aceptada;1;CLF;68286,6888;68286,6888;Ganadora
2735-288-LR23;MEJORAMIENTO PLAZA COMPLEJO DEPORTIVO CERRO 18;Licitación Pública Mayor a 5000 (LR);objetivo es contratar el servicio de construcción de pavimentos, iluminación, muros de contención, mobiliario urbano, especies vegetales y plantación con su respectivo sistema de riego, estos trabajos se emplazaran en complejo deportivo Cerro 18 de la comuna de Lo Barnechea.;CLF;19450;NO;Presupuesto disponible;Municipal ;conforme a lo dispuesto en el numeral 15.2 de las bases administrativas especiales.;24-07-2023 16:58:00;24-07-2023 21:01:00;10-08-2023 13:00:00;23-08-2023 23:59:00;04-09-2023 15:31:00;04-09-2023 15:31:00;04-09-2023 15:30:00;30-11-2023 19:02:36;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;DAL 1594;30-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;210;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Construcción de edificios en general;Construcción de obras civiles y infraestructuras;72131702;Construcción de obras civiles;Construcción de obras civiles;es contratar el servicio de construcción de pavimentos, iluminación, muros de contención, mobiliario urbano, especies vegetales y plantación con su respectivo sistema de riego, estos trabajos se emplazaran en complejo deportivo Cerro 18 de la comuna de Lo;Unidad;1;CONSTRUCTORA CONSORCIA COMPANIA LIMITADA;76.113.645-3;-;Pequeña;MEJORAMIENTO INTEGRAL DE PLAZA COMPLEJO DEPORTIVO CERRO 18;MEJORAMIENTO INTEGRAL DE PLAZA COMPLEJO DEPORTIVO CERRO 18;Aceptada;1;CLF;19449,21;19449,21;Ganadora
2735-271-LR23;Mejoramiento integral Plaza La Cumbre;Licitación Pública Mayor a 5000 (LR);Contratar el servicio de construcción de pavimentos, iluminación peatonal, muros de contención, escaleras de hormigón, mobiliario urbano, especies vegetales y plantación con su respectivo sistema de riego, estos trabajos se emplazaran en la plaza La Cumbre de la comuna de Lo Barnechea.;CLF;11556;NO;Precio Referencial;;;28-07-2023 15:50:00;28-07-2023 16:31:00;07-08-2023 17:00:00;18-08-2023 21:00:00;08-09-2023 16:01:00;08-09-2023 16:01:00;08-09-2023 16:00:00;30-11-2023 18:08:39;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1592;30-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;210;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna;Cultivos forestales;Servicios de conservación forestal;70151805;Servicios de reservas forestales o conservación de parques;Servicios de reservas forestales o conservación de parques;;Unidad;1;QUILA INGENIERÍA Y CONSTRUCCIÓN SPA;76.940.895-9;Construccion;Mediana;Mejoramiento integral Plaza La Cumbre;Quila Ingeniería y Construcción SpA.;Aceptada;1;CLF;12237,61;12237,61;Perdedora
2735-271-LR23;Mejoramiento integral Plaza La Cumbre;Licitación Pública Mayor a 5000 (LR);Contratar el servicio de construcción de pavimentos, iluminación peatonal, muros de contención, escaleras de hormigón, mobiliario urbano, especies vegetales y plantación con su respectivo sistema de riego, estos trabajos se emplazaran en la plaza La Cumbre de la comuna de Lo Barnechea.;CLF;11556;NO;Precio Referencial;;;28-07-2023 15:50:00;28-07-2023 16:31:00;07-08-2023 17:00:00;18-08-2023 21:00:00;08-09-2023 16:01:00;08-09-2023 16:01:00;08-09-2023 16:00:00;30-11-2023 18:08:39;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;1592;30-11-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;No;210;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios agrícolas, pesqueros, forestales y relacionados con la fauna;Cultivos forestales;Servicios de conservación forestal;70151805;Servicios de reservas forestales o conservación de parques;Servicios de reservas forestales o conservación de parques;;Unidad;1;CONSTRUCTORA JOHNNY FABIÁN MO;76.394.177-9;Servicios de Ingenieria y Obras Menores en Construcción ;Mediana;Mejoramiento integral Plaza La Cumbre;Estudio de licitación Mejoramiento integral Plaza La Cumbre;Aceptada;1;CLF;11613,75;11613,75;Perdedora
2735-327-LE23;Arriendo de Estructuras Encarpadas;Licitación Pública Entre 100 y 1000 UTM (LE);Contratar por un período de 7 meses durante el año 2023 y año 2024, el servicio de instalación de carpas en los accesos al DIDECO y CESFAM y la respectiva mantención de las mismas, que permitan proteger a los vecinos y usuarios que requieran acceder a servicios brindados por la Municipalidad.;CLP;24550001;NO;Presupuesto disponible;Municipal y Salud;;23-08-2023 12:57:50;23-08-2023 18:31:00;29-08-2023 10:00:00;01-09-2023 20:59:00;05-09-2023 15:31:00;05-09-2023 15:31:00;05-09-2023 15:30:00;03-10-2023 15:07:23;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°1274;02-10-2023 0:00:00;Abierta;Una etapa;No;;No;Si;;Formaliza Orden Compra;7;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos para estructuras, obras y construcciones;Construcciones permanentes;Construcciones comerciales y de recreación;30221001;Carpas;Carpas;Servicio de Arriendo y Mantención Mensual Estructura Encarpada para Recintos Municipales, de los edificios DIDECO (414 m2) y CESFAM (452 m2).;Unidad;1;EVENTOS Y PRODUCCIONES ALEJANDRO ARRIAGADA GARRIDO E.I.R.L.;76.088.039-6;SERVICIOS DE PRODUCCION DE RECITALES Y OTROS EVENTOS MUSICALES MASIVOS;Grande;SERVICIO DE ARRIENDO Y MANTENCIÓN MENSUAL DE ESTRUCTURAS ENCARPADAS PARA ACCSOS A RECINTOS MUNICIPALES” ID 2735-327-LE23;A3 Producciones;Aceptada;1;CLP;1;1;Perdedora
