NroLicitacion;NombreLicitacion;TipoLicitacion;Descripcion;MonedaLicitacion;MontoEstimadoLicitacion;MontoEstimadoVisible;BaseEstimacionMontoLicitacion;FuenteFinanciamiento;JustificacionMontoEstimado;FechaPublicacion;FechaInicioPreguntas;FechaFinalPreguntas;FechaPublicacionRespuestas;FechaActoAperturaTecnica;FechaActoAperturaEconomica;FechaCierre;FechaAdjudicacion;FechaEntregaEnSoporteFisico;FechaEstimadaEvaluacionOfertas;UnidadTiempoEvaluacion;EstadoLicitacion;ContemplaObrasPublicas;LicitacionInformada;LicitacionBaseTipo;TipoAdjudicacion;TipoAprobacionAdjudicacion;NumeroActaAprobacion;FechaActaAprobacion;TipoConvocatoria;NroEtapasLicitacion;SubContratacion;ProhibicionSubContratacion;TomaRazonContraloria;PublicidadOfertasTecnicas;RazonPublicidadOfertasTecnicas;Contrato;TiempoDuracionContrato;UnidadTiempoDuracionContrato;ContratoRenovable;ValorTiempoRenovacion;UnidadTiempoRenovacion;FechaEstimadaFirmaContrato;TipoEjecucion;PlazoPagoContrato;TipoPago;ObservacionContrato;ExtensionPlazo;UnidadCompra;UnidadCompraRUT;entCode;Institucion;Sector;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;UnidadMedida;CantidadItem;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;NombreOferta;EspecificacionesProveedor;EstadoOferta;CantidadOferta;MonedaOferta;MontoNetoOferta;MontoTotalOferta;ResultadoOferta
2735-154-LR18;Limpieza de cauces y riveras ;Licitación Pública Mayor a 5000 (LR);Limpieza de cauces naturales y riberas de la comuna de Lo Barnechea;CLP;306640251;NO;Precio Referencial;;;17-12-2018 19:18:00;27-12-2018 11:00:00;02-01-2019 16:30:00;22-01-2019 23:59:00;31-01-2019 15:31:00;31-01-2019 15:31:00;31-01-2019 15:00:00;29-03-2019 16:43:19;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;276;29-03-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Servicios de revestimiento o pavimentación de suelos;72102703;Servicios de limpieza de suelos;Servicios de limpieza de suelos;Limpieza de causes y riveras de la comuna de Lo Barnechea;Unidad;1;MINERA Y CONSTRUCTORA RIO GRANDE SPA;76.112.110-3;EXTRACCION DE PIEDRA, ARENA Y ARCILLA| CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS| OBRAS DE INGENIERIA;Micro;LIMPIEZA DE CAUCES NATURALES Y RIBERAS DE LA COMUNA DE LO BARNECHEA;SUMATORIA DE VALORES UNITARIOS DE LIMPIEZA DE CAUCES ;Aceptada;1;CLP;181198;181198;Ganadora
2735-154-LR18;Limpieza de cauces y riveras ;Licitación Pública Mayor a 5000 (LR);Limpieza de cauces naturales y riberas de la comuna de Lo Barnechea;CLP;306640251;NO;Precio Referencial;;;17-12-2018 19:18:00;27-12-2018 11:00:00;02-01-2019 16:30:00;22-01-2019 23:59:00;31-01-2019 15:31:00;31-01-2019 15:31:00;31-01-2019 15:00:00;29-03-2019 16:43:19;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;276;29-03-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Servicios de revestimiento o pavimentación de suelos;72102703;Servicios de limpieza de suelos;Servicios de limpieza de suelos;Limpieza de causes y riveras de la comuna de Lo Barnechea;Unidad;1;SOCIEDAD VICHUQUEN SERVICIOS S.A.;76.101.264-9;DESTRUCCION DE PLAGAS  PULVERIZACIONES, FUMIGACIONES U OTRAS| OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| SERVICIOS SUMINISTRO DE PERSONAL  EMPRESAS SERVICIOS TRANSITORIOS;Pequeña;Limpieza de cauces naturales y riberas de la comuna de Lo Barnechea;Limpieza de cauces naturales y riberas de la comuna de Lo Barnechea VALOR CON IVA  SEGÚN ANEXO 4 Y 5 PIE DE PAGINA;Aceptada;1;CLP;1684250;1684250;Perdedora
2735-159-LR18;MEJORAMIENTO DEL ALUMBRADO PÚBLICO ;Licitación Pública Mayor a 5000 (LR);MATERIALIZAR: MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA. ;CLP;248748266;NO;Precio Referencial;;;13-12-2018 10:47:06;13-12-2018 11:01:00;26-12-2018 13:00:00;10-01-2019 23:59:00;14-01-2019 15:31:00;14-01-2019 15:31:00;14-01-2019 15:00:00;19-03-2019 9:20:20;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;235;18-03-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos eléctricos y de iluminación;Artefactos y accesorios de iluminación;Iluminación de interiores;39111603;Alumbrado público;Alumbrado público;MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA;Unidad;1;SOCIEDAD ESPANOLA DE CONSTRUCCIONES ELECTRICAS S.A.;59.178.970-8;SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA;Mediana;Propuesta MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA;Valor neto de la oferta;Aceptada;1;CLP;155934033;155934033;Ganadora
2735-159-LR18;MEJORAMIENTO DEL ALUMBRADO PÚBLICO ;Licitación Pública Mayor a 5000 (LR);MATERIALIZAR: MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA. ;CLP;248748266;NO;Precio Referencial;;;13-12-2018 10:47:06;13-12-2018 11:01:00;26-12-2018 13:00:00;10-01-2019 23:59:00;14-01-2019 15:31:00;14-01-2019 15:31:00;14-01-2019 15:00:00;19-03-2019 9:20:20;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;235;18-03-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos eléctricos y de iluminación;Artefactos y accesorios de iluminación;Iluminación de interiores;39111603;Alumbrado público;Alumbrado público;MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA;Unidad;1;CITELUM CHILE SPA;76.028.251-0;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL| ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER;Pequeña;Mejoramiento del Alumbrado Público en Varios Sectores de la Comuna de Lo Barnechea;Oferta Económica Linea 1, Valor Neto Total;Aceptada;1;CLP;164822686;164822686;Perdedora
2735-159-LR18;MEJORAMIENTO DEL ALUMBRADO PÚBLICO ;Licitación Pública Mayor a 5000 (LR);MATERIALIZAR: MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA. ;CLP;248748266;NO;Precio Referencial;;;13-12-2018 10:47:06;13-12-2018 11:01:00;26-12-2018 13:00:00;10-01-2019 23:59:00;14-01-2019 15:31:00;14-01-2019 15:31:00;14-01-2019 15:00:00;19-03-2019 9:20:20;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;235;18-03-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos eléctricos y de iluminación;Artefactos y accesorios de iluminación;Iluminación de interiores;39111603;Alumbrado público;Alumbrado público;PROVISIÓN E INSTALACIÓN DE ALUMBRADO PÚBLICO EN CALLE VALLE DEL MONASTERIO ;Unidad;1;CITELUM CHILE SPA;76.028.251-0;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL| ALQUILER DE VEHICULOS AUTOMOTORES SIN CHOFER;Pequeña;Mejoramiento del Alumbrado Público en Varios Sectores de la Comuna de Lo Barnechea;Oferta Económica Linea 2, Valor Neto Total;Aceptada;1;CLP;98065249;98065249;Perdedora
2735-159-LR18;MEJORAMIENTO DEL ALUMBRADO PÚBLICO ;Licitación Pública Mayor a 5000 (LR);MATERIALIZAR: MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA. ;CLP;248748266;NO;Precio Referencial;;;13-12-2018 10:47:06;13-12-2018 11:01:00;26-12-2018 13:00:00;10-01-2019 23:59:00;14-01-2019 15:31:00;14-01-2019 15:31:00;14-01-2019 15:00:00;19-03-2019 9:20:20;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;235;18-03-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos eléctricos y de iluminación;Artefactos y accesorios de iluminación;Iluminación de interiores;39111603;Alumbrado público;Alumbrado público;PROVISIÓN E INSTALACIÓN DE ALUMBRADO PÚBLICO EN CALLE VALLE DEL MONASTERIO ;Unidad;1;SOCIEDAD ESPANOLA DE CONSTRUCCIONES ELECTRICAS S.A.;59.178.970-8;SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA;Mediana;Propuesta MEJORAMIENTO DEL ALUMBRADO PÚBLICO EN VARIOS SECTORES DE LA COMUNA DE LO BARNECHEA;Valor neto de la oferta;Aceptada;1;CLP;92814233;92814233;Ganadora
2735-167-LR18;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES;Licitación Pública Mayor a 5000 (LR);SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;CLP;2089;NO;Presupuesto disponible;;;07-12-2018 17:13:00;07-12-2018 17:31:00;14-12-2018 20:50:00;26-12-2018 23:59:00;10-01-2019 15:31:00;10-01-2019 15:31:00;10-01-2019 15:00:00;08-02-2019 16:18:35;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;127;07-02-2019 0:00:00;Abierta;Una etapa;No;de acuerdo bases;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de limpieza industrial;Servicios de limpieza;Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;Servicios de limpieza de edificios;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;Unidad;1;EULEN CHILE S. A.;96.937.270-3;ACONDICIONAMIENTO DE EDIFICIOS| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Servicio de Aseo;Valor Neto del Servicio por M2;Aceptada;1;CLP;2879,11;2879,11;Perdedora
2735-167-LR18;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES;Licitación Pública Mayor a 5000 (LR);SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;CLP;2089;NO;Presupuesto disponible;;;07-12-2018 17:13:00;07-12-2018 17:31:00;14-12-2018 20:50:00;26-12-2018 23:59:00;10-01-2019 15:31:00;10-01-2019 15:31:00;10-01-2019 15:00:00;08-02-2019 16:18:35;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;127;07-02-2019 0:00:00;Abierta;Una etapa;No;de acuerdo bases;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de limpieza industrial;Servicios de limpieza;Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;Servicios de limpieza de edificios;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;Unidad;1;SERVICIOS DE ASEO Y JARDINES MACLEAN LIMITADA;78.382.870-7;DESRATIZACION Y FUMIGACION NO AGRICOLA| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;Servicio de aseo para dependencias municipalidad de Lo Barnechea.;Se detalla el valor neto por metro cuadrado ;Aceptada;1;CLP;2849;2849;Perdedora
2735-167-LR18;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES;Licitación Pública Mayor a 5000 (LR);SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;CLP;2089;NO;Presupuesto disponible;;;07-12-2018 17:13:00;07-12-2018 17:31:00;14-12-2018 20:50:00;26-12-2018 23:59:00;10-01-2019 15:31:00;10-01-2019 15:31:00;10-01-2019 15:00:00;08-02-2019 16:18:35;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;127;07-02-2019 0:00:00;Abierta;Una etapa;No;de acuerdo bases;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de limpieza industrial;Servicios de limpieza;Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;Servicios de limpieza de edificios;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;Unidad;1;PG CORP SERVICIOS S A;99.534.720-2;OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Micro;Servicio de Aseo para Dependencias Municipales de La Municipalidad de Lo Barnechea;Valor neto por m2, no incluye IVA;Aceptada;1;CLP;2650;2650;Perdedora
2735-167-LR18;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES;Licitación Pública Mayor a 5000 (LR);SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;CLP;2089;NO;Presupuesto disponible;;;07-12-2018 17:13:00;07-12-2018 17:31:00;14-12-2018 20:50:00;26-12-2018 23:59:00;10-01-2019 15:31:00;10-01-2019 15:31:00;10-01-2019 15:00:00;08-02-2019 16:18:35;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;127;07-02-2019 0:00:00;Abierta;Una etapa;No;de acuerdo bases;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de limpieza industrial;Servicios de limpieza;Servicios de limpieza de edificios y oficinas en general;76111501;Servicios de limpieza de edificios;Servicios de limpieza de edificios;SERVICIO DE ASEO PARA DEPENDENCIAS MUNICIPALES DE LA MUNICIPALIDAD DE LO BARNECHEA;Unidad;1;Bitacora Servicios Integrales Limitada;76.596.786-4;Servicios;Micro;SERVICIO DE ASEO PARA LAS DEPENDENCIAS DE LA MUNICIPALIDAD DE LO BARNECHEA;VALOR NETO DEL SERVICIO POR M2;Aceptada;1;CLP;2089;2089;Ganadora
