NroLicitacion;NombreLicitacion;TipoLicitacion;Descripcion;MonedaLicitacion;MontoEstimadoLicitacion;MontoEstimadoVisible;BaseEstimacionMontoLicitacion;FuenteFinanciamiento;JustificacionMontoEstimado;FechaPublicacion;FechaInicioPreguntas;FechaFinalPreguntas;FechaPublicacionRespuestas;FechaActoAperturaTecnica;FechaActoAperturaEconomica;FechaCierre;FechaAdjudicacion;FechaEntregaEnSoporteFisico;FechaEstimadaEvaluacionOfertas;UnidadTiempoEvaluacion;EstadoLicitacion;ContemplaObrasPublicas;LicitacionInformada;LicitacionBaseTipo;TipoAdjudicacion;TipoAprobacionAdjudicacion;NumeroActaAprobacion;FechaActaAprobacion;TipoConvocatoria;NroEtapasLicitacion;SubContratacion;ProhibicionSubContratacion;TomaRazonContraloria;PublicidadOfertasTecnicas;RazonPublicidadOfertasTecnicas;Contrato;TiempoDuracionContrato;UnidadTiempoDuracionContrato;ContratoRenovable;ValorTiempoRenovacion;UnidadTiempoRenovacion;FechaEstimadaFirmaContrato;TipoEjecucion;PlazoPagoContrato;TipoPago;ObservacionContrato;ExtensionPlazo;UnidadCompra;UnidadCompraRUT;entCode;Institucion;Sector;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;UnidadMedida;CantidadItem;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;NombreOferta;EspecificacionesProveedor;EstadoOferta;CantidadOferta;MonedaOferta;MontoNetoOferta;MontoTotalOferta;ResultadoOferta
2735-75-LR19;PAPELERIA MUNICIPAL 2019;Licitación Pública Mayor a 5000 (LR);PAPELERIA MUNICIPAL 2019;CLP;300000000;NO;Presupuesto disponible;;;08-08-2019 17:46:00;08-08-2019 18:01:00;13-08-2019 15:30:00;20-08-2019 23:59:00;09-09-2019 15:31:00;09-09-2019 15:31:00;09-09-2019 15:00:00;04-11-2019 17:43:46;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;900;04-11-2019 0:00:00;Abierta;Una etapa;No;DE ACUERDO A DECRETO DAL N 663 DE 09 DE AGOSTO DE 2019;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios editoriales, de diseño, publicidad, gráficos y artistas;Servicios de impresión y reproducción;Impresión;82121507;Impresión de papelería o formularios comerciales;Impresión de papelería o formularios comerciales;papelería municipal 2019;Unidad;1;IMPRESION MECANIZACION Y DISTRIBUCION S A;78.411.460-0;OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Mediana;Fullservice;Propuesta Fullservice;Aceptada;1;CLP;1;1;Ganadora
2735-75-LR19;PAPELERIA MUNICIPAL 2019;Licitación Pública Mayor a 5000 (LR);PAPELERIA MUNICIPAL 2019;CLP;300000000;NO;Presupuesto disponible;;;08-08-2019 17:46:00;08-08-2019 18:01:00;13-08-2019 15:30:00;20-08-2019 23:59:00;09-09-2019 15:31:00;09-09-2019 15:31:00;09-09-2019 15:00:00;04-11-2019 17:43:46;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;900;04-11-2019 0:00:00;Abierta;Una etapa;No;DE ACUERDO A DECRETO DAL N 663 DE 09 DE AGOSTO DE 2019;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios editoriales, de diseño, publicidad, gráficos y artistas;Servicios de impresión y reproducción;Impresión;82121507;Impresión de papelería o formularios comerciales;Impresión de papelería o formularios comerciales;papelería municipal 2019;Unidad;1;MANUEL OGANDO PRODUCCIONES PUBLICITARIAS LTDA;76.805.650-1;EMPRESAS DE PUBLICIDAD;Micro;a menssage;papeleria municipal;Rechazada;1;CLP;1;1;Perdedora
2735-72-LR19;CONSTRUCCIÓN PARQUE HUINGANAL;Licitación Pública Mayor a 5000 (LR);CONSTRUCCIÓN PARQUE HUINGANAL;CLP;747303861;NO;Precio Referencial;;;21-08-2019 13:14:07;21-08-2019 13:31:00;04-09-2019 15:30:00;16-09-2019 23:59:00;27-09-2019 15:30:00;27-09-2019 15:30:00;27-09-2019 13:30:00;12-11-2019 8:27:48;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;918;08-11-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;Si;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos para estructuras, obras y construcciones;Construcciones permanentes;Construcciones comerciales y de recreación;30221013;Parques;Parques;Construcción Parque Huinganal;Unidad;1;INGENIERIA INTEGRAL FRAY JORGE S A;87.749.600-7;VENTA AL POR MAYOR DE OTROS PRODUCTOS N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;CONSTRUCCION PARQUE HUINGANAL;VALOR NETO DEL PROYECTO ;Aceptada;1;CLP;627986438;627986438;Ganadora
2735-72-LR19;CONSTRUCCIÓN PARQUE HUINGANAL;Licitación Pública Mayor a 5000 (LR);CONSTRUCCIÓN PARQUE HUINGANAL;CLP;747303861;NO;Precio Referencial;;;21-08-2019 13:14:07;21-08-2019 13:31:00;04-09-2019 15:30:00;16-09-2019 23:59:00;27-09-2019 15:30:00;27-09-2019 15:30:00;27-09-2019 13:30:00;12-11-2019 8:27:48;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;918;08-11-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;Si;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos para estructuras, obras y construcciones;Construcciones permanentes;Construcciones comerciales y de recreación;30221013;Parques;Parques;Construcción Parque Huinganal;Unidad;1;INGENIERIA Y CONSTRUCCION SANTA SOFIA LIMITADA;76.057.083-4;CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS| OBRAS DE INGENIERIA| ALQUILER DE AUTOS Y CAMIONETAS SIN CHOFER| ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCION E INGENIERIA CIVIL;Micro;CONSTRUCCIÓN PARQUE HUINGANAL;SE OFERTA VALOR NETO;Aceptada;1;CLP;963860415;963860415;Perdedora
2735-75-LR19;PAPELERIA MUNICIPAL 2019;Licitación Pública Mayor a 5000 (LR);PAPELERIA MUNICIPAL 2019;CLP;300000000;NO;Presupuesto disponible;;;08-08-2019 17:46:00;08-08-2019 18:01:00;13-08-2019 15:30:00;20-08-2019 23:59:00;09-09-2019 15:31:00;09-09-2019 15:31:00;09-09-2019 15:00:00;04-11-2019 17:43:46;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;900;04-11-2019 0:00:00;Abierta;Una etapa;No;DE ACUERDO A DECRETO DAL N 663 DE 09 DE AGOSTO DE 2019;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios editoriales, de diseño, publicidad, gráficos y artistas;Servicios de impresión y reproducción;Impresión;82121507;Impresión de papelería o formularios comerciales;Impresión de papelería o formularios comerciales;papelería municipal 2019;Unidad;1;printech spa;76.428.294-9;IMPRESORES;Micro;ADQUISICION DE PAPELERIA PARA LA MUNICIPALIDAD;ADQUISICION DE PAPELERIA PARA LA MUNICIPALIDAD;Rechazada;1;CLP;1;1;Perdedora
2735-77-LQ19;Suministro de Medicamentos para el CESFAM;Licitación Pública entre a 2000 y 5000 UTM (LQ);Suministro de Medicamentos para el Centro de Salud Familiar de Lo Barnechea;CLP;12147;NO;Precio Referencial;;;13-08-2019 17:31:17;13-08-2019 18:01:00;21-08-2019 15:30:00;29-08-2019 23:59:00;03-09-2019 15:01:00;03-09-2019 15:01:00;03-09-2019 13:00:00;22-11-2019 17:18:42;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;945;21-11-2019 0:00:00;Abierta;Una etapa;No;de acuerdo a lo establecido en bases.;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Equipamiento y suministros médicos;Artículos médicos para urgencias y atención en terreno;Contenedores de almacenaje para servicios médicos de urgencia;42171903;Cajas de medicamentos de servicios médicos de urgencia;Cajas de medicamentos de servicios médicos de urgencia;Eszopiclona 3 MG, de acuerdo a lo solicitado en las Bases Técnicas de la presente licitación.;Comprimido;1;NOVOFARMA SERVICE S A;96.945.670-2;SERVICIOS DE ALMACENAMIENTO Y DEPOSITO| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;NOVOFARMA SERVICE S.A.;;Aceptada;0;;0;0;Ganadora
2735-77-LQ19;Suministro de Medicamentos para el CESFAM;Licitación Pública entre a 2000 y 5000 UTM (LQ);Suministro de Medicamentos para el Centro de Salud Familiar de Lo Barnechea;CLP;12147;NO;Precio Referencial;;;13-08-2019 17:31:17;13-08-2019 18:01:00;21-08-2019 15:30:00;29-08-2019 23:59:00;03-09-2019 15:01:00;03-09-2019 15:01:00;03-09-2019 13:00:00;22-11-2019 17:18:42;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;945;21-11-2019 0:00:00;Abierta;Una etapa;No;de acuerdo a lo establecido en bases.;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Equipamiento y suministros médicos;Artículos médicos para urgencias y atención en terreno;Contenedores de almacenaje para servicios médicos de urgencia;42171903;Cajas de medicamentos de servicios médicos de urgencia;Cajas de medicamentos de servicios médicos de urgencia;Eszopiclona 3 MG, de acuerdo a lo solicitado en las Bases Técnicas de la presente licitación.;Comprimido;1;DISTRIBUIDORA QUALIMED LIMITADA;76.834.916-9;Venta al por Mayor de Productos Farmaceuticos;Pequeña;Oferta Distribuidora Qualimed;;Aceptada;0;;0;0;Ganadora
2735-77-LQ19;Suministro de Medicamentos para el CESFAM;Licitación Pública entre a 2000 y 5000 UTM (LQ);Suministro de Medicamentos para el Centro de Salud Familiar de Lo Barnechea;CLP;12147;NO;Precio Referencial;;;13-08-2019 17:31:17;13-08-2019 18:01:00;21-08-2019 15:30:00;29-08-2019 23:59:00;03-09-2019 15:01:00;03-09-2019 15:01:00;03-09-2019 13:00:00;22-11-2019 17:18:42;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;945;21-11-2019 0:00:00;Abierta;Una etapa;No;de acuerdo a lo establecido en bases.;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Equipamiento y suministros médicos;Artículos médicos para urgencias y atención en terreno;Contenedores de almacenaje para servicios médicos de urgencia;42171903;Cajas de medicamentos de servicios médicos de urgencia;Cajas de medicamentos de servicios médicos de urgencia;Hierro Polimaltosa gotas (Maltofer). Frasco de 30 ML, de acuerdo a lo solicitado en las Bases Técnicas de la presente licitación.;Frasco;1;PRODUCTOS FARMACEUTICOS MEDIPHARM LIMITADA;96.599.510-2;FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE;Grande;Oferta MDP;;Aceptada;0;;0;0;Ganadora
2735-77-LQ19;Suministro de Medicamentos para el CESFAM;Licitación Pública entre a 2000 y 5000 UTM (LQ);Suministro de Medicamentos para el Centro de Salud Familiar de Lo Barnechea;CLP;12147;NO;Precio Referencial;;;13-08-2019 17:31:17;13-08-2019 18:01:00;21-08-2019 15:30:00;29-08-2019 23:59:00;03-09-2019 15:01:00;03-09-2019 15:01:00;03-09-2019 13:00:00;22-11-2019 17:18:42;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;945;21-11-2019 0:00:00;Abierta;Una etapa;No;de acuerdo a lo establecido en bases.;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Equipamiento y suministros médicos;Artículos médicos para urgencias y atención en terreno;Contenedores de almacenaje para servicios médicos de urgencia;42171903;Cajas de medicamentos de servicios médicos de urgencia;Cajas de medicamentos de servicios médicos de urgencia;Hierro Polimaltosa gotas (Maltofer). Frasco de 30 ML, de acuerdo a lo solicitado en las Bases Técnicas de la presente licitación.;Frasco;1;MERCK S A;80.621.200-8;FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALE| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Grande;Oferta MERCK S.A.;;Aceptada;0;;0;0;Perdedora
2735-77-LQ19;Suministro de Medicamentos para el CESFAM;Licitación Pública entre a 2000 y 5000 UTM (LQ);Suministro de Medicamentos para el Centro de Salud Familiar de Lo Barnechea;CLP;12147;NO;Precio Referencial;;;13-08-2019 17:31:17;13-08-2019 18:01:00;21-08-2019 15:30:00;29-08-2019 23:59:00;03-09-2019 15:01:00;03-09-2019 15:01:00;03-09-2019 13:00:00;22-11-2019 17:18:42;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;945;21-11-2019 0:00:00;Abierta;Una etapa;No;de acuerdo a lo establecido en bases.;No;Si;;No;0;Horas;;0;;;;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Equipamiento y suministros médicos;Artículos médicos para urgencias y atención en terreno;Contenedores de almacenaje para servicios médicos de urgencia;42171903;Cajas de medicamentos de servicios médicos de urgencia;Cajas de medicamentos de servicios médicos de urgencia;Hierro Polimaltosa gotas (Maltofer). Frasco de 30 ML, de acuerdo a lo solicitado en las Bases Técnicas de la presente licitación.;Frasco;1;NOVOFARMA SERVICE S A;96.945.670-2;SERVICIOS DE ALMACENAMIENTO Y DEPOSITO| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Grande;AXON PHARMA PRODUCTOS BIOQUIVALENTES EN VIVO E INVITRO;;Aceptada;0;;0;0;Ganadora
