NroLicitacion;NombreLicitacion;TipoLicitacion;Descripcion;MonedaLicitacion;MontoEstimadoLicitacion;MontoEstimadoVisible;BaseEstimacionMontoLicitacion;FuenteFinanciamiento;JustificacionMontoEstimado;FechaPublicacion;FechaInicioPreguntas;FechaFinalPreguntas;FechaPublicacionRespuestas;FechaActoAperturaTecnica;FechaActoAperturaEconomica;FechaCierre;FechaAdjudicacion;FechaEntregaEnSoporteFisico;FechaEstimadaEvaluacionOfertas;UnidadTiempoEvaluacion;EstadoLicitacion;ContemplaObrasPublicas;LicitacionInformada;LicitacionBaseTipo;TipoAdjudicacion;TipoAprobacionAdjudicacion;NumeroActaAprobacion;FechaActaAprobacion;TipoConvocatoria;NroEtapasLicitacion;SubContratacion;ProhibicionSubContratacion;TomaRazonContraloria;PublicidadOfertasTecnicas;RazonPublicidadOfertasTecnicas;Contrato;TiempoDuracionContrato;UnidadTiempoDuracionContrato;ContratoRenovable;ValorTiempoRenovacion;UnidadTiempoRenovacion;FechaEstimadaFirmaContrato;TipoEjecucion;PlazoPagoContrato;TipoPago;ObservacionContrato;ExtensionPlazo;UnidadCompra;UnidadCompraRUT;entCode;Institucion;Sector;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;UnidadMedida;CantidadItem;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;NombreOferta;EspecificacionesProveedor;EstadoOferta;CantidadOferta;MonedaOferta;MontoNetoOferta;MontoTotalOferta;ResultadoOferta
2735-8-LE19;ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO;Licitación Pública Entre 100 y 1000 UTM (LE);Las presentes especificaciones administrativas establecen las disposiciones, condiciones, procedimientos, términos y normas que reglamentarán la Licitación Pública “ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO”, necesarias para la elaboración del estudio de estabilidad del talud ubicado en calle Camino El Bajo, a 660 metros desde el inicio de la vía, solicitado por el Departamento de Proyectos de la Secretaría Comunal de Planificación de la Municipalidad de Lo Barnechea;CLF;665;NO;Presupuesto disponible;Municipal;;20-03-2019 7:23:27;20-03-2019 17:30:00;29-03-2019 13:00:00;03-04-2019 17:30:00;10-04-2019 15:30:00;10-04-2019 15:30:00;10-04-2019 15:00:00;02-05-2019 17:17:05;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAM_Nº 376;02-05-2019 0:00:00;Abierta;Una etapa;No;No se permite por el tipo de servicio a contratar;No;Si;;Si;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de recursos humanos;Servicios de personal temporal;80111614;Servicios temporales de ingeniería;Servicios temporales de ingeniería;;Unidad;1;INGENIERIA Y ASESORIAS LIEM LIMITADA;77.930.810-3;SERVICIOS DE INGENIERIA PRESTADOS POR PROFESIONALES N.C.P.| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Pequeña;ESTUDIO ESTABILIDAD TALUD CAMINO EL BAJO;EXENTA DE IVA;Aceptada;1;CLF;1087,98;1087,98;Perdedora
2735-8-LE19;ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO;Licitación Pública Entre 100 y 1000 UTM (LE);Las presentes especificaciones administrativas establecen las disposiciones, condiciones, procedimientos, términos y normas que reglamentarán la Licitación Pública “ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO”, necesarias para la elaboración del estudio de estabilidad del talud ubicado en calle Camino El Bajo, a 660 metros desde el inicio de la vía, solicitado por el Departamento de Proyectos de la Secretaría Comunal de Planificación de la Municipalidad de Lo Barnechea;CLF;665;NO;Presupuesto disponible;Municipal;;20-03-2019 7:23:27;20-03-2019 17:30:00;29-03-2019 13:00:00;03-04-2019 17:30:00;10-04-2019 15:30:00;10-04-2019 15:30:00;10-04-2019 15:00:00;02-05-2019 17:17:05;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAM_Nº 376;02-05-2019 0:00:00;Abierta;Una etapa;No;No se permite por el tipo de servicio a contratar;No;Si;;Si;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de recursos humanos;Servicios de personal temporal;80111614;Servicios temporales de ingeniería;Servicios temporales de ingeniería;;Unidad;1;UNIVERSIDAD DE CHILE;60.910.000-1;VENTA AL POR MENOR DE OTROS PRODUCTOS EN PEQUENOS ALMACENES NO ESPECIA| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| UNIVERSIDADES| HOSPITALES Y CLINICAS;Grande;Oferta Técnica y Económica - IDIEM Universidad de Chile;Según Anexo 3;Aceptada;1;CLF;1337,24;1337,24;Perdedora
2735-8-LE19;ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO;Licitación Pública Entre 100 y 1000 UTM (LE);Las presentes especificaciones administrativas establecen las disposiciones, condiciones, procedimientos, términos y normas que reglamentarán la Licitación Pública “ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO”, necesarias para la elaboración del estudio de estabilidad del talud ubicado en calle Camino El Bajo, a 660 metros desde el inicio de la vía, solicitado por el Departamento de Proyectos de la Secretaría Comunal de Planificación de la Municipalidad de Lo Barnechea;CLF;665;NO;Presupuesto disponible;Municipal;;20-03-2019 7:23:27;20-03-2019 17:30:00;29-03-2019 13:00:00;03-04-2019 17:30:00;10-04-2019 15:30:00;10-04-2019 15:30:00;10-04-2019 15:00:00;02-05-2019 17:17:05;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAM_Nº 376;02-05-2019 0:00:00;Abierta;Una etapa;No;No se permite por el tipo de servicio a contratar;No;Si;;Si;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de recursos humanos;Servicios de personal temporal;80111614;Servicios temporales de ingeniería;Servicios temporales de ingeniería;;Unidad;1;ABC CHILE INGENIERÍA LIMITADA;76.480.021-4;SERVICIOS DE INGENIERIA;Micro;“ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO”;EXENTO DE IVA;Aceptada;1;CLF;1026,84;1026,84;Perdedora
2735-8-LE19;ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO;Licitación Pública Entre 100 y 1000 UTM (LE);Las presentes especificaciones administrativas establecen las disposiciones, condiciones, procedimientos, términos y normas que reglamentarán la Licitación Pública “ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO”, necesarias para la elaboración del estudio de estabilidad del talud ubicado en calle Camino El Bajo, a 660 metros desde el inicio de la vía, solicitado por el Departamento de Proyectos de la Secretaría Comunal de Planificación de la Municipalidad de Lo Barnechea;CLF;665;NO;Presupuesto disponible;Municipal;;20-03-2019 7:23:27;20-03-2019 17:30:00;29-03-2019 13:00:00;03-04-2019 17:30:00;10-04-2019 15:30:00;10-04-2019 15:30:00;10-04-2019 15:00:00;02-05-2019 17:17:05;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAM_Nº 376;02-05-2019 0:00:00;Abierta;Una etapa;No;No se permite por el tipo de servicio a contratar;No;Si;;Si;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios profesionales, administrativos y consultorías de gestión empresarial;Servicios de recursos humanos;Servicios de personal temporal;80111614;Servicios temporales de ingeniería;Servicios temporales de ingeniería;;Unidad;1;INGEOM INGENIERIA Y ESTUDIOS GEOTECNICOS SPA;76.505.815-5;INGENIERIA Y ESTUDIOS GEOTECNICOS ASESORIA Y CONSULTORIA;Micro;ESTUDIO ESTABILIDAD TALUD – CAMINO EL BAJO  INGEOM SPA;Para el pago, se emite factura exenta de IVA. ;Aceptada;1;CLF;665;665;Ganadora
2735-14-LR19;ACTUALIZACIÓN PLAN REGULADOR DE LO BARNECHEA;Licitación Pública Mayor a 5000 (LR);ACTUALIZACIÓN PLAN REGULADOR DE LA COMUNA DE LO BARNECHEA;CLP;510409687;NO;Presupuesto disponible;;;06-03-2019 11:55:08;06-03-2019 12:01:00;20-03-2019 15:30:00;03-04-2019 23:59:00;16-04-2019 15:30:00;16-04-2019 15:30:00;16-04-2019 15:00:00;14-06-2019 13:14:28;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;535;14-06-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios profesionales, administrativos y consultorías de gestión empresarial;Consultorías o asesorías en gestión empresarial;Servicios de consultoría en gestión de empresas;80101504;Asesorías en planificación estratégica;Asesorías en planificación estratégica;ACTUALIZACIÓN PLAN REGULADOR DE LA COMUNA DE LO BARNECHEA;Unidad;1;MERINO,NEELY Y CORTINEZ SURPLAN LIMITADA;77.150.350-0;OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Pequeña;Actualización PRC Lo Barnechea;consultora inscrita en RENAC registro Minvu  contribuyente exento de IVA afecto a retención de 10% de honorarios por boleta de servicios ;Aceptada;1;CLP;475000000;475000000;Perdedora
2735-14-LR19;ACTUALIZACIÓN PLAN REGULADOR DE LO BARNECHEA;Licitación Pública Mayor a 5000 (LR);ACTUALIZACIÓN PLAN REGULADOR DE LA COMUNA DE LO BARNECHEA;CLP;510409687;NO;Presupuesto disponible;;;06-03-2019 11:55:08;06-03-2019 12:01:00;20-03-2019 15:30:00;03-04-2019 23:59:00;16-04-2019 15:30:00;16-04-2019 15:30:00;16-04-2019 15:00:00;14-06-2019 13:14:28;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;535;14-06-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios profesionales, administrativos y consultorías de gestión empresarial;Consultorías o asesorías en gestión empresarial;Servicios de consultoría en gestión de empresas;80101504;Asesorías en planificación estratégica;Asesorías en planificación estratégica;ACTUALIZACIÓN PLAN REGULADOR DE LA COMUNA DE LO BARNECHEA;Unidad;1;HABITERRA ARQUITECTURA Y URBANISMO LIMITADA;96.929.860-0;SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO;Pequeña;Oferta PRC Lo Barnechea;Incluye impuesto;Aceptada;1;CLP;510409687;510409687;Ganadora
2735-14-LR19;ACTUALIZACIÓN PLAN REGULADOR DE LO BARNECHEA;Licitación Pública Mayor a 5000 (LR);ACTUALIZACIÓN PLAN REGULADOR DE LA COMUNA DE LO BARNECHEA;CLP;510409687;NO;Presupuesto disponible;;;06-03-2019 11:55:08;06-03-2019 12:01:00;20-03-2019 15:30:00;03-04-2019 23:59:00;16-04-2019 15:30:00;16-04-2019 15:30:00;16-04-2019 15:00:00;14-06-2019 13:14:28;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;535;14-06-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;No;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios profesionales, administrativos y consultorías de gestión empresarial;Consultorías o asesorías en gestión empresarial;Servicios de consultoría en gestión de empresas;80101504;Asesorías en planificación estratégica;Asesorías en planificación estratégica;ACTUALIZACIÓN PLAN REGULADOR DE LA COMUNA DE LO BARNECHEA;Unidad;1;INFRACON S A;96.950.600-9;CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS| OTRAS ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA N.C.P.| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERI;Pequeña;Actualización PRC Lo Barnechea;Actualización PRC Lo Barnechea;Aceptada;1;CLP;501800000;501800000;Perdedora
2735-16-LE19;MEJORAMIENTO PLAZA RUBÉN BARRALES;Licitación Pública Entre 100 y 1000 UTM (LE);LA MUNICIPALIDAD DE LO BARNECHEA REQUIERE EJECUTAR EL PROYECTO DEL PROGRAMA DE MEJORAMIENTO URBANO Y EQUIPAMIENTO COMUNAL, LÍNEA TRADICIONAL, DENOMINADO MEJORAMIENTO PLAZA RUBÉN BARRALES, CÓDIGO 1-B-2018-674, APROBADO CON FONDOS DE LA SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO DEPENDIENTE DEL MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA.;CLP;12636020;Si;Precio Referencial;Fondos Subdere PMU linea tradicional;;01-03-2019 13:14:11;01-03-2019 17:30:00;07-03-2019 10:00:00;11-03-2019 17:30:00;15-03-2019 15:30:00;15-03-2019 15:30:00;15-03-2019 15:00:00;29-03-2019 13:58:47;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;DAM N° 34;29-03-2019 0:00:00;Abierta;Una etapa;Si;No se permite por el tipo de contratación;No;Si;;Si;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Construcción de edificios en general;Construcción de obras civiles y infraestructuras;72131702;Construcción de obras civiles;Construcción de obras civiles;Mejoramiento Plaza Ruben Barrales;Unidad;1;Constructora Monge y Toledo Spa;76.302.615-9;contratista en obras menores;Micro;MEJORAMIENTO PLAZA RUBEN BARRALES;OFERTA VALIDA POR 60 DIAS, VALOR NETO PRESENTADO. ;Aceptada;1;CLP;12636020;12636020;Ganadora
2735-16-LE19;MEJORAMIENTO PLAZA RUBÉN BARRALES;Licitación Pública Entre 100 y 1000 UTM (LE);LA MUNICIPALIDAD DE LO BARNECHEA REQUIERE EJECUTAR EL PROYECTO DEL PROGRAMA DE MEJORAMIENTO URBANO Y EQUIPAMIENTO COMUNAL, LÍNEA TRADICIONAL, DENOMINADO MEJORAMIENTO PLAZA RUBÉN BARRALES, CÓDIGO 1-B-2018-674, APROBADO CON FONDOS DE LA SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO DEPENDIENTE DEL MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA.;CLP;12636020;Si;Precio Referencial;Fondos Subdere PMU linea tradicional;;01-03-2019 13:14:11;01-03-2019 17:30:00;07-03-2019 10:00:00;11-03-2019 17:30:00;15-03-2019 15:30:00;15-03-2019 15:30:00;15-03-2019 15:00:00;29-03-2019 13:58:47;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;DAM N° 34;29-03-2019 0:00:00;Abierta;Una etapa;Si;No se permite por el tipo de contratación;No;Si;;Si;0;Horas;;0;;;;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Construcción de edificios en general;Construcción de obras civiles y infraestructuras;72131702;Construcción de obras civiles;Construcción de obras civiles;Mejoramiento Plaza Ruben Barrales;Unidad;1;CONSTRUCTORA DON SEGUNDO SPA;76.485.631-7;Constructora e Inmobiliaria;Pequeña;OFERTA MEJORAMIENTO PLAZA RUBÉN BARRALES;OFERTA MEJORAMIENTO PLAZA RUBÉN BARRALES;Aceptada;1;CLP;13390300;13390300;Perdedora
2735-19-LE19;REMODELACIÓN COCINA HOGAR SAN VICENTE;Licitación Pública Entre 100 y 1000 UTM (LE);Las presentes especificaciones administrativas especiales establecen las condiciones, procedimientos y términos que regularán la Licitación Pública denominada “REMODELACIÓN COCINA HOGAR SAN VICENTE” ID 2735-19-LE19, en el marco de la ejecución del Programa de Mejoramiento Urbano aprobado con fondos de la Subsecretaría de Desarrollo Regional y Administrativo, cuyo objetivo es contratar la remodelación de la infraestructura y funcionamiento de la cocina del Hogar San Vicente, ubicado en Av. Lo Barnechea Nº 1280, comuna de Lo Barnechea;CLP;14800400;NO;Presupuesto disponible;SUBDERE, PMU iIRAL;;15-03-2019 15:28:06;15-03-2019 17:31:00;22-03-2019 15:00:00;27-03-2019 17:30:00;01-04-2019 15:30:00;01-04-2019 15:30:00;01-04-2019 15:00:00;26-04-2019 11:44:31;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;DAM_Nº43;25-04-2019 0:00:00;Abierta;Una etapa;No;;No;Si;;Si;0;Horas;;0;;;Contrato de Ejecucion Inmediata;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Revestimientos de techos, paredes o metalistería;72101607;Instalación o reparación de paredes;Instalación o reparación de paredes;Debe ofertar el mismo valor informado como SUBTOTAL e el Anexo Nº3 OFERTA ECONÓMICA Y PLAZO DE EJECUCIÓN.;Unidad;1;JOSE ALEJANDRO HERNAIZ JACOB;8.445.885-6;CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Pequeña;REMODELACION COCINA HOGAR SAN VICENTE;LA VALIDEZ DE LA OFERTA ES LA MENCIONADA EN LAS BASES DE LA PRESENTE LICITACIÓN;Aceptada;1;CLP;14800400;14800400;Ganadora
