NroLicitacion;NombreLicitacion;TipoLicitacion;Descripcion;MonedaLicitacion;MontoEstimadoLicitacion;MontoEstimadoVisible;BaseEstimacionMontoLicitacion;FuenteFinanciamiento;JustificacionMontoEstimado;FechaPublicacion;FechaInicioPreguntas;FechaFinalPreguntas;FechaPublicacionRespuestas;FechaActoAperturaTecnica;FechaActoAperturaEconomica;FechaCierre;FechaAdjudicacion;FechaEntregaEnSoporteFisico;FechaEstimadaEvaluacionOfertas;UnidadTiempoEvaluacion;EstadoLicitacion;ContemplaObrasPublicas;LicitacionInformada;LicitacionBaseTipo;TipoAdjudicacion;TipoAprobacionAdjudicacion;NumeroActaAprobacion;FechaActaAprobacion;TipoConvocatoria;NroEtapasLicitacion;SubContratacion;ProhibicionSubContratacion;TomaRazonContraloria;PublicidadOfertasTecnicas;RazonPublicidadOfertasTecnicas;Contrato;TiempoDuracionContrato;UnidadTiempoDuracionContrato;ContratoRenovable;ValorTiempoRenovacion;UnidadTiempoRenovacion;FechaEstimadaFirmaContrato;TipoEjecucion;PlazoPagoContrato;TipoPago;ObservacionContrato;ExtensionPlazo;UnidadCompra;UnidadCompraRUT;entCode;Institucion;Sector;RubroN1;RubroN2;RubroN3;CodigoProductoONU;ONUProducto;NombreItem;DescripcionItem;UnidadMedida;CantidadItem;Proveedor;ProveedorRUT;ActividadProveedor;TamanoProveedor;NombreOferta;EspecificacionesProveedor;EstadoOferta;CantidadOferta;MonedaOferta;MontoNetoOferta;MontoTotalOferta;ResultadoOferta
2735-401-LP23;SERVICIO SEGUIMIENTO CONTROL Y MONITOREO CAUSAS;Licitación Pública Mayor 1000 UTM (LP);La Municipalidad de Lo Barnechea, requiere la contratación de los servicios de seguimiento, control y monitoreo de causas que se tramiten ante la Excelentísima Corte Suprema, Ilustrísima Corte de Apelaciones de Santiago, Ilustrísima Corte de Apelaciones de San Miguel, Tribunal Constitucional y otros, inclusive posibles comparecencias en segunda instancia. La contratación de los servicios de seguimiento, control y monitoreo de causas precedentemente señaladas, tienen como objetivo apoyar a la Dirección de Asesoría Jurídica de la Municipalidad de Lo Barnechea en el seguimiento de causas en las que el Municipio sea parte o tenga interés. El número aproximado de causas a tramitar anualmente asciende a alrededor de 300 causas, sin perjuicio que en caso de ser superior este número, no se pagará un monto adicional superior al convenido.   Considerando lo anterior, la Municipalidad de Lo Barnechea requiere de un equipo profesional competente para realizar el seguimiento, control y monitoreo de todas las causas ante tribunales superiores de justicia en que sea parte o tenga interés;CLP;1;NO;Presupuesto disponible;municipal;En conformidad a lo dispuesto en el numeral 10.1 de las bases administrativas especiales.;22-11-2023 21:19:00;22-11-2023 21:21:00;28-11-2023 15:31:00;06-12-2023 20:00:00;15-12-2023 15:31:00;15-12-2023 15:31:00;15-12-2023 15:30:00;04-03-2024 19:34:22;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°339;04-03-2024 0:00:00;Abierta;Una etapa;No;;No;Si;;No;36;Semanas;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Organizaciones sociales, laborales y clubes;Organizaciones, asociaciones y movimientos cívicos;Organizaciones de beneficencia;94131603;Servicios de asistencia legal y judicial;Servicios de asistencia legal y judicial;SERVICIO DE SEGUIMIENTO, CONTROL Y MONITOREO DE CAUSAS;Unidad;1;CASTILLO Y PRIETO SERVICIOS LEGALES LIMITADA;78.204.050-2;SERVICIOS JURIDICOS;Pequeña;Sociedad de Profesionales Castillo y Prieto Abogados Limitada. Seguimiento control y monitoreo de causas.;Se oferta la prestación del servicio a un valor de 2.999.999.- mensuales, impuestos incluidos. Por un valor total de 107.999.964.- impuestos incluidos por toda la duración del mismo 36 meses;Aceptada;1;CLP;107999964;107999964;Perdedora
2735-406-LE23;MANTENCIÓN CORRECTIVA SILLONES DENTALES;Licitación Pública Entre 100 y 1000 UTM (LE);Asegurar la continuidad de las prestaciones dentales a los vecinos de la comuna.;CLP;30000000;NO;Presupuesto disponible;Salud;;21-11-2023 9:26:47;21-11-2023 18:01:00;24-11-2023 13:00:00;01-12-2023 20:59:00;06-12-2023 15:31:00;06-12-2023 15:31:00;06-12-2023 15:30:00;13-02-2024 9:19:21;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DECRETO DAM N°0030/2024;12-02-2024 0:00:00;Abierta;Una etapa;No;No se permite.;No;Si;;Formaliza Orden Compra;24;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Transferencia Electronica, Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Artículos para estructuras, obras y construcciones;Estructuras prefabricadas;Construcciones médicas prefabricadas;30201903;Unidades dentales;Unidades dentales;SERVICIO DE MANTENCIÓN CORRECTIVA PARA SILLONES DENTALES;Unidad;1;EQUIPOS MEDICOS Y DENTALES TECMEDENT LTDA;78.849.050-k;REPARACION DE EQUIPO MEDICO Y QUIRURGICO, Y DE APARATOS ORTOPEDICOS| FABRICACION DE OTROS MUEBLES N.C.P., INCLUSO COLCHONES| OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;Pequeña;MANTENCIÓN CORRECTIVA SILLONES DENTALES;Mantención correctiva por 24 meses.;Aceptada;1;CLP;1;1;Perdedora
2735-399-LR23;Servicio transacciones tarjeta debito y crédito;Licitación Pública Mayor a 5000 (LR);Las presentes bases establecen las disposiciones, condiciones, procedimientos y términos que regularán las exigencias mínimas requeridas para la contratación del servicio de red, autorización y captura electrónica de transacciones con tarjetas bancarias de crédito y débito, para los centros de cajas y página web de las áreas municipales y salud de la Municipalidad de Lo Barnechea, con el fin de otorgar una mejor opción de pago a nuestros usuarios, por un período de 4 años con opción de renovación hasta 24 meses.;CLP;2;NO;Presupuesto disponible;Municipal y Salud ;De acuerdo con lo señalado en el numeral 11.1 de las Bases Administrativas Especiales;24-11-2023 16:10:00;24-11-2023 20:01:00;01-12-2023 12:00:00;13-12-2023 22:00:00;29-12-2023 15:32:00;29-12-2023 15:32:00;29-12-2023 15:31:00;22-02-2024 15:12:07;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°0290;21-02-2024 0:00:00;Abierta;Una etapa;No;De acuerdo con lo señalado en el numeral 11.1 de las Bases Administrativas Especiales;No;Si;;No;48;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Tecnologías de la información, telecomunicaciones y radiodifusión;Equipos informáticos y accesorios;Dispositivos informáticos de entrada de datos;43211720;Kits de verificación de tarjetas de crédito o débito de punto de venta;Kits de verificación de tarjetas de crédito o débito de punto de venta;;Unidad;1;TRANSBANK S A;96.689.310-9;OTRAS ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA N.C.P.;Grande;Servicio transacciones tarjeta debito y crédito;Servicio de red, autorización y captura electrónica de transacciones con tarjetas bancarias de crédito y débito, para los centros de cajas y página web de las áreas municipales y salud de la Municipalidad de Lo Barnechea. Se adjunta oferta económica, según lo establecido en las bases.;Aceptada;1;CLP;1;1;Ganadora
2735-372-LP23;Diseño obras hidráulicas para cauces naturales;Licitación Pública Mayor 1000 UTM (LP);DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;CLF;975;NO;Presupuesto disponible;Municipal;;08-11-2023 9:00:00;08-11-2023 18:31:00;17-11-2023 10:00:00;24-11-2023 20:30:00;06-12-2023 15:31:00;06-12-2023 15:31:00;06-12-2023 15:30:00;14-02-2024 13:11:32;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°0238/2024 ;14-02-2024 0:00:00;Abierta;Una etapa;No;;No;Si;;No;180;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios basados en ingeniería, ciencias sociales y tecnología de la información;Servicios profesionales de ingeniería;Ingeniería civil;81101508;Ingeniería arquitectónica;Ingeniería arquitectónica;DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;Unidad;1;ARRAU INGENIERIA SPA;52.002.452-2;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;Mediana;Diseno de Obras Hidráulicas en Cauces Naturales de la Comuna de Lo Barnechea;Con IVA;Aceptada;1;CLF;1925;1925;Perdedora
2735-402-B223;Mejoramiento escalera y pasarela Quebrada Verde;Licitación Privada Mayor a 1000 UTM;MEJORAMIENTO DE ESCALERA Y PASARELA QUEBRADA VERDE;CLP;98581392;NO;Presupuesto disponible;Municipal;;21-11-2023 9:09:00;21-11-2023 18:31:00;05-12-2023 10:00:00;15-12-2023 20:59:00;28-12-2023 15:31:00;28-12-2023 15:31:00;28-12-2023 15:30:00;02-02-2024 10:12:04;;;Horas;Adjudicada;Si;NO;;Multiple con Orden de Compra;Decreto;158;01-02-2024 0:00:00;Cerrada;Una etapa;No;;No;Si;;No;18;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Construcción de edificios en general;Construcción de obras civiles y infraestructuras;72131702;Construcción de obras civiles;Construcción de obras civiles;MEJORAMIENTO DE ESCALERA Y PASARELA QUEBRADA VERDE;Unidad;1;INVERSIONES OCAT CHILE SPA;77.062.534-3;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL;Pequeña;“MEJORAMIENTO DE ESCALERA Y PASARELA QUEBRADA VERDE”;valor neto;Aceptada;1;CLP;82841506;82841506;Ganadora
2735-372-LP23;Diseño obras hidráulicas para cauces naturales;Licitación Pública Mayor 1000 UTM (LP);DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;CLF;975;NO;Presupuesto disponible;Municipal;;08-11-2023 9:00:00;08-11-2023 18:31:00;17-11-2023 10:00:00;24-11-2023 20:30:00;06-12-2023 15:31:00;06-12-2023 15:31:00;06-12-2023 15:30:00;14-02-2024 13:11:32;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°0238/2024 ;14-02-2024 0:00:00;Abierta;Una etapa;No;;No;Si;;No;180;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios basados en ingeniería, ciencias sociales y tecnología de la información;Servicios profesionales de ingeniería;Ingeniería civil;81101508;Ingeniería arquitectónica;Ingeniería arquitectónica;DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;Unidad;1;HIDROGESTION S A;96.693.430-1;INGENIERIA Y PROYECTOS;Mediana;OFERTA HIDROGESTION;Monto expresado en Unidades de Fomento UF y con impuestos incluidos;Aceptada;1;CLF;1999;1999;Perdedora
2735-372-LP23;Diseño obras hidráulicas para cauces naturales;Licitación Pública Mayor 1000 UTM (LP);DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;CLF;975;NO;Presupuesto disponible;Municipal;;08-11-2023 9:00:00;08-11-2023 18:31:00;17-11-2023 10:00:00;24-11-2023 20:30:00;06-12-2023 15:31:00;06-12-2023 15:31:00;06-12-2023 15:30:00;14-02-2024 13:11:32;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°0238/2024 ;14-02-2024 0:00:00;Abierta;Una etapa;No;;No;Si;;No;180;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios basados en ingeniería, ciencias sociales y tecnología de la información;Servicios profesionales de ingeniería;Ingeniería civil;81101508;Ingeniería arquitectónica;Ingeniería arquitectónica;DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;Unidad;1;PRISMA INGENIERIA LIMITADA;79.638.710-6;SERVICIOS DE INGENIERIA PRESTADOS POR EMPRESAS N.C.P.;Pequeña;Diseno de Obras Hidráulicas en cauces naturales de la comuna de Lo Barnechea;Oferta Diseño OOHH, Lo Barnechea;Aceptada;1;CLF;1999;1999;Perdedora
2735-372-LP23;Diseño obras hidráulicas para cauces naturales;Licitación Pública Mayor 1000 UTM (LP);DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;CLF;975;NO;Presupuesto disponible;Municipal;;08-11-2023 9:00:00;08-11-2023 18:31:00;17-11-2023 10:00:00;24-11-2023 20:30:00;06-12-2023 15:31:00;06-12-2023 15:31:00;06-12-2023 15:30:00;14-02-2024 13:11:32;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°0238/2024 ;14-02-2024 0:00:00;Abierta;Una etapa;No;;No;Si;;No;180;Dias;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios basados en ingeniería, ciencias sociales y tecnología de la información;Servicios profesionales de ingeniería;Ingeniería civil;81101508;Ingeniería arquitectónica;Ingeniería arquitectónica;DISEÑO DE OBRAS HIDRAULICAS PARA MEJORA EN CAUCES NATURALES EN LA COMUNA DE LO BARNECHEA;Unidad;1;HRG INGENIEROS CONSULTORES SPA;76.787.514-2;ASESORIAS Y PROYECTOS DE INGENIERIA  ;Pequeña;DISEÑO DE OBRAS HIDRÁULICAS EN CAUCES NATURALES DE LA COMUNA DE LO BARNECHEA;VALOR SEGUN ANEXO 2;Aceptada;1;CLF;975;975;Ganadora
2735-386-LR23;MANTENCIÓN Y EJECUCIÓN DE CIERROS EN LO BARNECHEA;Licitación Pública Mayor a 5000 (LR);Las presentes bases administrativas especiales, establecen las disposiciones, condiciones y términos que regularán las exigencias mínimas requeridas para la contratación del servicio de Mantención y Ejecución de Cierros;CLF;1;NO;Presupuesto disponible;Municipal ;De acuerdo con lo señalado en el numeral 13.1 de las Bases Administrativas Especiales;03-11-2023 17:19:00;03-11-2023 22:01:00;08-11-2023 14:00:00;17-11-2023 23:59:00;06-12-2023 15:32:00;18-12-2023 15:01:00;06-12-2023 15:31:00;15-02-2024 16:03:45;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto; DAL N°0247/2024;15-02-2024 0:00:00;Abierta;Dos etapas;No;;No;Si;;No;36;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Servicios de construcción y mantenimiento;Servicios de atención, mantenimiento y reparaciones de edificios;Servicios de preparación de sitios;72103003;Servicios de demolición;Servicios de demolición;Las presentes bases administrativas especiales, establecen las disposiciones, condiciones y términos que regularán las exigencias mínimas requeridas para la contratación del servicio de Mantención y Ejecución de Cierros;Unidad;1;CONSTRUCTORA E INMOBILIARIA ASIGMU S.A;76.182.118-0;OBRAS DE INGENIERIA| OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR;Pequeña;MANTENCIÓN Y EJECUCIÓN DE CIERROS EN LO BARNECHEA;DE ACUERDO A ANEXOS 2 Y 3 OFERTAS ECONÓMICAS;Aceptada;1;CLF;1;1;Ganadora
2735-399-LR23;Servicio transacciones tarjeta debito y crédito;Licitación Pública Mayor a 5000 (LR);Las presentes bases establecen las disposiciones, condiciones, procedimientos y términos que regularán las exigencias mínimas requeridas para la contratación del servicio de red, autorización y captura electrónica de transacciones con tarjetas bancarias de crédito y débito, para los centros de cajas y página web de las áreas municipales y salud de la Municipalidad de Lo Barnechea, con el fin de otorgar una mejor opción de pago a nuestros usuarios, por un período de 4 años con opción de renovación hasta 24 meses.;CLP;2;NO;Presupuesto disponible;Municipal y Salud ;De acuerdo con lo señalado en el numeral 11.1 de las Bases Administrativas Especiales;24-11-2023 16:10:00;24-11-2023 20:01:00;01-12-2023 12:00:00;13-12-2023 22:00:00;29-12-2023 15:32:00;29-12-2023 15:32:00;29-12-2023 15:31:00;22-02-2024 15:12:07;;;Horas;Adjudicada;NO;NO;;Multiple con Orden de Compra;Decreto;DAL N°0290;21-02-2024 0:00:00;Abierta;Una etapa;No;De acuerdo con lo señalado en el numeral 11.1 de las Bases Administrativas Especiales;No;Si;;No;48;Meses;;0;;;Contrato de Ejecucion en el Tiempo;A 30 dias;Cheque;;NO;Municipalidad de lo Barnechea - Adquisiciones - Consistorial;69.255.200-8;100155;I MUNICIPALIDAD LO BARNECHEA;MUNICIPALIDADES;Tecnologías de la información, telecomunicaciones y radiodifusión;Equipos informáticos y accesorios;Dispositivos informáticos de entrada de datos;43211721;Lectores de tarjetas perforadas;Lectores de tarjetas perforadas;;Unidad;1;RED GLOBAL S.A.;76.693.183-9;Operador de Tarjetas o Dispositivos Electrónicos Equivalentes ;Grande;PROPUESTA SERVICIO DE RED AUTORIZACIÓN Y CAPTURA ELECTRÓNICA DE TRANSACCIONES CON TARJETAS BANCARIAS;OFERTA ECONÓMICA SE ENCUENTRA EN ANEXOS;Aceptada;1;CLP;1;1;Perdedora
